Serial,OPEID,InstitutionName,Address,City,ST,Zip,BwrsWhoEnteredRepayment Status,BwrsInDefault,CohortDefaultRate,TotalBwrsInDefault,TotalPrincipalOutstandingOnLoansInDefault
003572,00325300,Dickinson College,College and Louther Streets,Carlisle,PA,17013-2896,120,4,3.33%,97,348356
003574,00325600,Drexel University,3141 Chestnut Street,Philadelphia,PA,19104-2875,903,88,9.75%,1342,24647544
003577,00325800,Duquesne University of the Holy Spirit,600 Forbes Avenue,Pittsburgh,PA,15282-0001,763,64,8.39%,730,780385
003578,00332000,East Stroudsburg University of Pennsylvania,200 Prospect Street,East Stroudsburg,PA,18301-2999,91,26,28.57%,251,567021
003579,00325900,Eastern University,1300 Eagle Road,St Davids,PA,19087-3696,160,17,10.63%,297,292351
003580,00332100,Edinboro University of Pennsylvania,Meadville Street,Edinboro,PA,16444-0001,139,44,31.65%,507,632037
003582,00326200,Elizabethtown College,1 Alpha Drive,Elizabethtown,PA,17022-2298,102,2,1.96%,45,60057
003589,00326500,Franklin & Marshall College,617 College Avenue,Lancaster,PA,17603-2802,90,3,3.33%,93,268432
003591,00326600,Gannon University,109 University Square,Erie,PA,16541-0001,37,7,18.92%,150,348837
003593,00326700,Geneva College,3200 College Avenue,Beaver Falls,PA,15010-3599,211,13,6.16%,203,304506
003594,00326800,Gettysburg College,300 North Washington Street,Gettysburg,PA,17325-1486,78,3,3.85%,8,18537
003596,00327000,Gwynedd Mercy University,1325 Sumneytown Pike,Gwynedd Valley,PA,19437-0901,30,2,6.67%,50,92643
003598,00327200,Harcum College,750 Montgomery Avenue,Bryn Mawr,PA,19010-3476,43,8,18.6%,238,374412
003601,00327400,Haverford College,370 Lancaster Avenue,Haverford,PA,19041-1392,50,4,8%,15,68182
003602,00327500,Holy Family University,9801 Frankford Avenue,Philadelphia,PA,19114-2094,129,19,14.73%,275,242045
003603,00327600,Immaculata University,1145 King Road,Immaculata,PA,19345-0647,66,15,22.73%,103,163661
003604,00327700,Indiana University of Pennsylvania,201 Sutton Hall,Indiana,PA,15705-1097,761,89,11.7%,1193,1534927
003611,00327900,Juniata College,1700 Moore Street,Huntingdon,PA,16652-2196,65,3,4.62%,83,121702
003715,00491000,Kaplan Career Institute,5650 Derry Street,Harrisburg,PA,17111-3571,76,24,31.58%,62,89642
003612,00328000,Keystone College,One College Green,La Plume,PA,18440-0200,35,12,34.29%,480,896050
003613,00328200,Kings College,133 North  River Street,Wilkes-Barre,PA,18711-0801,150,27,18%,249,480795
003614,00332200,Kutztown University of Pennsylvania,15200 Kutztown Road,Kutztown,PA,19530-9339,219,58,26.48%,239,483723
003615,00398700,La Roche College,9000 Babcock Boulevard,Pittsburgh,PA,15237-5898,59,10,16.95%,200,272774
003616,00328700,La Salle University,1900 West Olney Avenue,Philadelphia,PA,19141-1199,193,27,13.99%,311,620370
003617,00328300,Lackawanna College,501 Vine Street,Scranton,PA,18509-9961,54,28,51.85%,115,155829
003618,00328400,Lafayette College,Markle Hall  High Street,Easton,PA,18042-1768,83,4,4.82%,51,210869
003621,00328500,Lancaster Bible College,901 Eden Road,Lancaster,PA,17601-5036,11,3,27.27%,33,44693
003622,00328800,Lebanon Valley College,101 North College Avenue,Annville,PA,17003-1400,145,12,8.28%,121,220372
003623,00681000,Lehigh Carbon Community College,4525 Education Park Drive,Schnecksville,PA,18078-2598,15,6,40%,2,2035
003624,00328900,Lehigh University,27 Memorial Drive West,Bethlehem,PA,18015-1588,68,1,1.47%,22,45876
003627,00329000,Lincoln University,1570 Baltimore Pike,Lincoln University,PA,19352-0999,88,18,20.45%,1490,1553304
003628,00332300,Lock Haven University of Pennsylvania,North Fairview Street,Lock Haven,PA,17745-2439,132,15,11.36%,205,250114
003632,00329300,Lycoming College,700 College Place,Williamsport,PA,17701-5192,131,14,10.69%,230,473265
003634,00329400,Manor College,700 Fox Chase Road,Jenkintown,PA,19046-3399,14,3,21.43%,110,167907
003635,00332400,Mansfield University of Pennsylvania,Academy Street,Mansfield,PA,16933-1123,194,35,18.04%,283,346030
003638,00329600,Marywood University,2300 Adams Avenue,Scranton,PA,18509-1598,154,20,12.99%,142,199330
003643,00329700,Mercyhurst University,501 East 38th Street,Erie,PA,16546-0001,96,13,13.54%,203,496389
003644,00329800,Messiah College,One College Avenue,Mechanicsburg,PA,17055-0000,134,19,14.18%,199,360582
003645,00332500,Millersville University of Pennsylvania,101 North George Street,Millersville,PA,17551-1800,59,16,27.12%,114,280787
003563,00324700,Misericordia  University,301 Lake Street,Dallas,PA,18612-1008,110,20,18.18%,143,300477
003647,00330000,Moore College of Art and Design,20th and the Parkway,Philadelphia,PA,19103-1190,48,13,27.08%,187,410302
003648,00330100,Moravian College,1200 Main Street,Bethlehem,PA,18018-6650,142,11,7.75%,135,235727
003650,00330200,Mount Aloysius College,7373 Admiral Peary Highway,Cresson,PA,16630-1999,43,5,11.63%,162,129912
003651,00330400,Muhlenberg College,2400 Chew Street,Allentown,PA,18104-5586,77,5,6.49%,20,62690
003656,00719100,Northampton County Area Community College,3835 Green Pond Road,Bethlehem,PA,18020-7599,17,5,29.41%,89,92636
003678,00944900,Pennco Tech,3815 Otter Street,Bristol,PA,19007-3696,16,8,50%,62,94442
003668,00332900,Pennsylvania State University (The),President's Office,University Park,PA,16802-1503,1810,20,1.1%,2641,6941875
003669,00335200,Philadelphia College of Osteopathic Medicine,4170 City Avenue,Philadelphia,PA,19131-1694,94,1,1.06%,70,85543
003671,00335400,Philadelphia University,School House Lane & Henry Avenue,Philadelphia,PA,19144-5497,312,34,10.9%,355,263677
003684,00743700,Pittsburgh Technical Institute,1111 McKee Road,Oakdale,PA,15071-3205,0,0,0%,5,5950
003685,00335700,Point Park University,201 Wood Street,Pittsburgh,PA,15222-1912,132,40,30.3%,397,420977
003688,00335900,Robert Morris University,6001 University Boulevard,Moon Township,PA,15108-1189,84,14,16.67%,204,284711
003690,00336000,Rosemont College,1400 Montgomery Avenue,Rosemont,PA,19010-1699,39,11,28.21%,100,244639
003694,00336600,Saint Francis University,110 Franciscan Way,Loretto,PA,15940-0600,68,8,11.76%,328,518118
003696,00336700,Saint Joseph's University,5600 City Avenue,Philadelphia,PA,19131-1395,313,65,20.77%,303,621207
003698,00336800,Saint Vincent College & Seminary,300 Fraser Purchase Road,Latrobe,PA,15650-2690,217,18,8.29%,110,201653
003665,00331100,Salus University,8360 Old York Road,Elkins Park,PA,19027-1598,161,0,0%,52,233520
003702,00336200,Seton Hill University,1 Seton Hill Drive,Greensburg,PA,15601-1599,104,22,21.15%,148,259094
003703,00332600,Shippensburg University of Pennsylvania,1871 Old Main Drive,Shippensburg,PA,17257-2299,175,27,15.43%,260,444894
003704,00332700,Slippery Rock University,1 Morrow Way,Slippery Rock,PA,16057-1326,351,67,19.09%,853,1058599
003706,00336900,Susquehanna University,514 University Avenue,Selinsgrove,PA,17870-1001,113,6,5.31%,43,146536
003707,00337000,Swarthmore College,500 College Avenue,Swarthmore,PA,19081-1390,83,10,12.05%,43,107231
003711,00337100,Temple University,Conwell Hall  Ground Floor,Philadelphia,PA,19122-6003,3016,351,11.64%,5322,7902404
003712,00337600,Thiel College,75 College Avenue,Greenville,PA,16125-2181,159,49,30.82%,587,813920
003713,01239300,Thomas Jefferson University,1020 Walnut Street,Philadelphia,PA,19107-5543,83,4,4.82%,99,545546
003718,00783900,Triangle Tech,1940 Perrysville Avenue,Pittsburgh,PA,15214-3897,2,1,50%,20,14996
003720,00337800,University of Pennsylvania,3451 Walnut Street,Philadelphia,PA,19104-6216,1568,70,4.46%,1038,6184589
003721,00337900,University of Pittsburgh - Pittsburgh,107 Cathedral of Learning,Pittsburgh,PA,15260-0001,1653,98,5.93%,2326,3718661
003722,00338400,University of Scranton,800 Linden,Scranton,PA,18510-4622,108,11,10.19%,84,222618
003657,00330600,University of Valley Forge,1401 Charlestown Road,Phoenixville,PA,19460-2399,44,8,18.18%,64,109841
003672,00335000,University of the Arts (The),320 South Broad Street,Philadelphia,PA,19102-9493,98,28,28.57%,337,652279
003670,00335300,University of the Sciences in Philadelphia,600 South 43rd Street,Philadelphia,PA,19104-4495,78,10,12.82%,128,469686
003723,00338500,Ursinus College,601 East Main Street,Collegeville,PA,19426-1000,133,8,6.02%,154,326170
003725,00338800,Villanova University,800 Lancaster Avenue,Villanova,PA,19085-1699,419,21,5.01%,70,212874
003726,00338900,Washington and Jefferson College,60 South Lincoln Street,Washington,PA,15301-4801,74,6,8.11%,257,446129
003727,00339100,Waynesburg University,51 West College Street,Waynesburg,PA,15370-1222,93,4,4.3%,265,218459
003728,00332800,West Chester University of Pennsylvania,700 S. High Street,West Chester,PA,19383-0001,252,52,20.63%,289,1046013
003729,00339200,Westminster College,319 South Market Street,New Wilmington,PA,16172-0002,160,14,8.75%,48,92745
003733,00331300,Widener University,One University Place,Chester,PA,19013-5792,546,15,2.75%,758,1334414
003736,00339400,Wilkes University,84 West South Street,Wilkes-Barre,PA,18766-0998,72,16,22.22%,338,743110
003739,00339600,Wilson College,1015 Philadelphia Avenue,Chambersburg,PA,17201-1285,76,19,25%,109,323571
003741,00339900,York College of Pennsylvania,Country Club Road,York,PA,17405-7199,15,1,6.67%,6,14812
004586,00502200,Bayamon Central University,Ave. Zaya Verde Urb. La Milagrosa,Bayamon,PR,00960-1725,0,0,0%,218,124025
004588,01252500,Caribbean University,Road 167 KM 21.2,Bayamon,PR,00960-0493,0,0,0%,90,48893
004599,00393800,Inter American University of Puerto Rico,PR Highway 1  Km. 16.3,San Juan,PR,00926-0000,586,73,12.46%,2554,3351776
004589,00393600,Pontifical Catholic University of Puerto Rico (The),2250 Boulevard Luis A Ferr? Aguayo,Ponce,PR,00717-9997,326,40,12.27%,2753,6190405
004594,00394100,Universidad del Este,Calle Prin Sabana,Carolina,PR,00984-2010,3,0,0%,8,15458
009097,01212300,University of Puerto Rico  Aguadilla Regional College,Calle North East,Aguadilla,PR,00604-0160,0,0,0%,40,55291
009094,00965200,University of Puerto Rico  Ponce,2151 Santiago de los Caballeros Ave,Ponce,PR,00716-0000,0,0,0%,17,13382
009099,00722800,University of Puerto Rico - Arecibo,Street Number 653  Route 128  Km.8,Arecibo,PR,00614-4010,2,2,100%,42,40802
009113,00720600,University of Puerto Rico - Cayey University College,205 Antonio R. Barcelo Avenue,Cayey,PR,00736-5534,1,1,100%,17,28494
009095,00394300,University of Puerto Rico - Humacao University College,100 State Road 908,Humacao,PR,00791-4300,0,0,0%,27,42573
009125,00394400,University of Puerto Rico - Mayaguez,Road # 2 Post Street Alfonso Valdez,Mayaguez,PR,00680-0000,29,4,13.79%,319,298458
009093,02460000,University of Puerto Rico - Medical Science Campus,Po Box 365067,San Juan,PR,00936-0000,0,0,0%,40,58915
009109,00710800,University of Puerto Rico - Rio Piedras Campus,39 Ponce de Leon Avenue,R?o Piedras,PR,00931-3300,3,0,0%,278,325150
009100,01092200,University of Puerto Rico - Utuado,Carretera Num. 123 Kilometro 52.2,Utuado,PR,00641-2500,0,0,0%,12,15782
009096,01097500,University of Puerto Rico Bayamon Technical University College,Numero 170 Carretera 174,Bayamon,PR,00959-1911,0,0,0%,11,15780
004590,00393700,University of the Sacred Heart,Rosales & San Antonio Street,San Juan,PR,00914-0383,152,17,11.18%,447,1534606
003743,00340100,Brown University,Prospect Street,Providence,RI,02912-9127,396,9,2.27%,132,835346
003744,00340200,Bryant University,1150 Douglas Pike,Smithfield,RI,02917-1284,412,11,2.67%,226,496456
003745,00340400,Johnson & Wales University,8 Abbott Park Place,Providence,RI,02903-3703,2521,229,9.08%,5404,17008281
003747,00340600,Providence College,549 River Avenue,Providence,RI,02918-0001,217,9,4.15%,158,397775
003748,00340700,Rhode Island College,600 Mt Pleasant Avenue,Providence,RI,02908-1991,296,53,17.91%,770,781182
003751,00340900,Rhode Island School of Design,Two College Street,Providence,RI,02903-2784,79,4,5.06%,158,589167
003753,00341000,Roger Williams University,One Old Ferry Road,Bristol,RI,02809-2921,138,11,7.97%,332,353830
003754,00341100,Salve Regina University,100 Ochre Point Avenue,Newport,RI,02840-4192,72,7,9.72%,250,360706
003757,00341400,University of Rhode Island,Green Hall,Kingston,RI,02881-0000,517,124,23.98%,1243,2764918
003760,00341700,Allen University,1530 Harden Street,Columbia,SC,29204-1085,0,0,0%,37,63378
003761,00341800,Anderson University,316 Boulevard,Anderson,SC,29621-4035,92,14,15.22%,236,567596
003765,00342000,Benedict College,1600 Harden Street,Columbia,SC,29204-1086,31,7,22.58%,386,587347
003763,00341900,Charleston Southern University,9200 University Boulevard,Charleston,SC,29406-2160,117,19,16.24%,530,1115309
003769,00342300,Citadel  The Military College of South Carolina,171 Moultrie Street,Charleston,SC,29409-0002,55,12,21.82%,10,34480
003770,00342400,Claflin University,400 Magnolia Street,Orangeburg,SC,29115-4498,159,20,12.58%,171,137007
003771,00342500,Clemson University,201 Sikes Hall,Clemson,SC,29634-0001,313,33,10.54%,287,521926
007401,00345100,Coastal Carolina University,103 Tom Trout Drive,Conway,SC,29526-8428,61,14,22.95%,140,370544
003773,00342700,Coker College,300 East College Avenue,Hartsville,SC,29550-3797,76,11,14.47%,100,199342
003774,00342800,College of Charleston,66 George Street,Charleston,SC,29424-0100,116,11,9.48%,285,477060
003775,00343000,Columbia College,1301 Columbia College Drive,Columbia,SC,29203-5998,64,10,15.63%,75,189542
003778,00343100,Converse College,580 East Main Street,Spartanburg,SC,29302-1931,45,6,13.33%,41,133338
003781,00343200,Erskine College,2 Washington Street,Due West,SC,29639-0000,76,7,9.21%,36,132203
003782,00399000,Florence - Darlington Technical College,2715 West Lucas Street,Florence,SC,29501-1251,27,1,3.7%,49,120276
003783,00492400,Forrest College,601 East River Street,Anderson,SC,29624-2405,5,0,0%,17,26009
003784,00922600,Francis Marion University,Highway 301 North,Florence,SC,29506-0000,62,12,19.35%,57,237755
003786,00343400,Furman University,3300 Poinsett Highway,Greenville,SC,29613-5253,76,1,1.32%,78,377713
003790,00343500,Lander University,320 Stanley Avenue,Greenwood,SC,29649-2099,90,18,20%,157,289804
003791,00343600,Limestone College,1115 College Drive,Gaffney,SC,29340-3799,27,16,59.26%,36,78751
003792,00343800,Medical University of South Carolina,171 Ashley Avenue,Charleston,SC,29425-0100,241,7,2.9%,49,116981
003794,00343900,Morris College,100 West College Street,Sumter,SC,29150-3599,68,2,2.94%,18,8015
003795,00344000,Newberry College,2100 College Street,Newberry,SC,29108-2197,53,27,50.94%,206,452367
003802,00344500,Presbyterian College,503 South Broad Street,Clinton,SC,29325-2503,55,5,9.09%,47,124309
005128,02063700,Sherman College of Straight Chiropractic,2020 Springfield Road,Spartanburg,SC,29316-7251,24,5,20.83%,140,701993
003805,00344600,South Carolina State University,300 College Street Northeast,Orangeburg,SC,29117-4427,169,45,26.63%,546,624034
003767,00342200,Southern Wesleyan University,907 Wesleyan Drive,Central,SC,29630-1020,61,10,16.39%,74,224755
003808,00344700,Spartanburg Methodist College,1000 Powell Mill Road,Spartanburg,SC,29301-5899,50,17,34%,90,239566
007399,00344900,University of South Carolina - Aiken,471 University Parkway,Aiken,SC,29801-6399,53,6,11.32%,48,105544
003813,00344800,University of South Carolina - Columbia,Columbia-Campus,Columbia,SC,29208-3999,485,52,10.72%,363,4875521
003812,00991100,University of South Carolina Regional Campuses,1600 Hampton Street Annex,Columbia,SC,29208-0001,70,14,20%,119,314475
007400,00695100,University of South Carolina Upstate,800 University Way,Spartanburg,SC,29303-9972,42,11,26.19%,79,155829
003814,00345500,Voorhees College,481 Porter Road,Denmark,SC,29042-0000,0,0,0%,425,378570
003816,00345600,Winthrop University,701 Oakland Avenue,Rock Hill,SC,29733-0001,161,15,9.32%,193,272237
003817,00345700,Wofford College,429 North Church Street,Spartanburg,SC,29303-3663,54,1,1.85%,32,55802
003821,00345800,Augustana College,2001 South Summit Avenue,Sioux Falls,SD,57197-0001,221,13,5.88%,142,517321
003823,00345900,Black Hills State University,1200 University Avenue,Spearfish,SD,57799-9502,141,20,14.18%,117,187194
003824,00346300,Dakota State University,820 North Washington,Madison,SD,57042-1799,129,11,8.53%,112,149593
003825,00346100,Dakota Wesleyan University,1200 West University Avenue,Mitchell,SD,57301-4398,61,16,26.23%,328,490652
003828,00530900,Lake Area Technical Institute,1201 Arrow Avenue,Watertown,SD,57201-0730,47,5,10.64%,112,194950
003829,00828400,Mitchell Technical Institute,1800 East Spruce Street,Mitchell,SD,57301-9931,65,5,7.69%,31,91973
003830,00346500,Mount Marty College,1105 West 8th Street,Yankton,SD,57078-3724,83,19,22.89%,87,124948
003831,00405700,National American University,5301 S. Highway 16,Rapid City,SD,57701-3692,96,12,12.5%,242,354077
003833,00346600,Northern State University,1200 South Jay Street,Aberdeen,SD,57401-7198,136,7,5.15%,97,273901
003835,00346700,Presentation College,1500 North Main Street,Aberdeen,SD,57401-1299,60,11,18.33%,174,283332
003839,00347000,South Dakota School of Mines & Technology,501 East Saint Joseph Street,Rapid City,SD,57701-3995,107,14,13.08%,102,177173
003840,00347100,South Dakota State University,222 Administration Lane,Brookings,SD,57007-2298,415,27,6.51%,169,356422
003837,00346900,University of Sioux Falls,1101 West 22nd Street,Sioux Falls,SD,57105-1699,71,9,12.68%,241,353648
003845,00347400,University of South Dakota,414 East Clark Street,Vermillion,SD,57069-2390,681,86,12.63%,988,1287262
003852,00347800,Austin Peay State University,601 College Street,Clarksville,TN,37044-0002,97,28,28.87%,194,431144
003854,00347900,Belmont University,1900 Belmont Boulevard,Nashville,TN,37212-3757,89,11,12.36%,154,204132
003855,00348000,Bethel University,325 Cherry Avenue,McKenzie,TN,38201-1705,35,4,11.43%,89,149256
003857,00353600,Bryan College,721 Bryan Drive,Dayton,TN,37321-7000,47,6,12.77%,80,267953
003858,00348100,Carson - Newman University,1646 Russell Avenue,Jefferson City,TN,37760-2204,64,20,31.25%,214,598482
003861,00348200,Christian Brothers University,650 East Parkway South,Memphis,TN,38104-5581,37,9,24.32%,64,175012
003865,00348500,Cumberland University,One Cumberland Square,Lebanon,TN,37087-3554,17,2,11.76%,54,73243
003873,00348700,East Tennessee State University,Lake Street,Johnson City,TN,37614-2857,345,83,24.06%,754,1990814
003879,00349000,Fisk University,1000 17th Avenue North,Nashville,TN,37208-3045,133,53,39.85%,316,583361
003881,00349200,Freed Hardeman University,158 East Main Street,Henderson,TN,38340-2399,57,9,15.79%,207,428254
003886,00493700,Jackson State Community College,2046 North Parkway Street,Jackson,TN,38301-3797,36,5,13.89%,35,57367
003888,00349600,King University,1350 King College Road,Bristol,TN,37620-2699,30,4,13.33%,82,187966
003894,00350000,Lee University,1120 North Ocoee Street,Cleveland,TN,37311-4475,203,43,21.18%,368,747664
003895,00350200,Lincoln Memorial University,6965 Cumberland Gap Parkway,Harrogate,TN,37752-7920,37,6,16.22%,262,455733
003867,00348600,Lipscomb University,One University Park Drive,Nashville,TN,37204-3951,107,16,14.95%,125,272767
003897,00350500,Maryville College,502 East Lamar Alexander Parkway,Maryville,TN,37804-5907,71,9,12.68%,138,439323
003899,00350600,Meharry Medical College,1005 Doctor D B Todd  Boulevard,Nashville,TN,37208-3599,115,13,11.3%,127,10088801
003905,00351000,Middle Tennessee State University,1301 East Main Street,Murfreesboro,TN,37132-3754,170,41,24.12%,566,1091729
003907,00351100,Milligan College,One Blowers Boulevard,Milligan College,TN,37682-4001,137,15,10.95%,145,174542
001577,00461700,National College,1638 Bell Road,Nashville,TN,37211-6605,30,2,6.67%,82,135358
003920,00351900,Rhodes College,2000 North Parkway,Memphis,TN,38112-1690,98,4,4.08%,38,101658
003913,00991400,Roane State Community College,276 Patton Lane,Harriman,TN,37748-8664,0,0,0%,17,9671
003889,00493800,South College,3904 Lonas Drive,Knoxville,TN,37909-3323,98,6,6.12%,426,300294
003919,00351800,Southern Adventist University,4881 Taylor Circle,Collegedale,TN,37315-0370,153,9,5.88%,262,588545
003917,00351700,Southern College of Optometry,1245 Madison Avenue,Memphis,TN,38104-2222,97,1,1.03%,14,94331
003916,01043900,Southwest Tennessee Community College,737 Union Avenue,Memphis,TN,38104-3322,0,0,0%,363,89718
003927,00352200,Tennessee State University,3500 John A. Merritt Boulevard,Nashville,TN,37209-1561,146,58,39.73%,2333,2693020
003928,00352300,Tennessee Technological University,1000 North Dixie Avenue,Cookeville,TN,38505-0001,112,10,8.93%,64,119795
003929,00352400,Tennessee Temple University,1815 Union Avenue,Chattanooga,TN,37404-3587,68,17,25%,291,662644
003930,00352500,Tennessee Wesleyan College,204 East College Street,Athens,TN,37371-0040,19,5,26.32%,37,68184
003931,00352600,Trevecca Nazarene University,333 Murfreesboro Road,Nashville,TN,37210-2877,108,18,16.67%,125,315489
003932,00352700,Tusculum College,60 Shiloh Road,Greeneville,TN,37743-0001,42,7,16.67%,134,274040
003933,00352800,Union University,1050 Union University Drive,Jackson,TN,38305-3697,61,9,14.75%,28,134247
003902,00350900,University of Memphis (The),Southern Avenue,Memphis,TN,38152-4611,218,42,19.27%,733,1073659
003937,00353000,University of Tennessee,800 Andy Holt Avenue,Knoxville,TN,37996-0150,692,28,4.05%,1295,3633306
003936,00352900,University of Tennessee - Chattanooga,615 McCallie Avenue,Chattanooga,TN,37403-2598,104,8,7.69%,274,712087
003938,00353100,University of Tennessee - Martin,325 Administration,Martin,TN,38238-0002,222,55,24.77%,369,872417
003940,00353400,University of the South (The),735 University Avenue,Sewanee,TN,37383-1000,74,8,10.81%,47,174650
003941,00353500,Vanderbilt University,211 Kirkland Hall,Nashville,TN,37240-0001,346,5,1.45%,227,972800
003944,00494700,West Tennessee Business College,1186 Highway 45 By Pass,Jackson,TN,38301-3256,0,0,0%,106,61451
003946,00353700,Abilene Christian University,1600 Campus Court,Abilene,TX,79699-3701,57,2,3.51%,90,221715
003956,00354100,Angelo State University,2601 West Avenue 'N',San Angelo,TX,76909-5069,30,7,23.33%,16,84072
007744,02521200,Arlington Career Institute,901 Avenue K,Grand Prairie,TX,75050-2636,0,0,0%,21,29465
005612,02117100,Art Institute of Houston (The),4140 Southwest Freeway,Houston,TX,77027-7311,105,25,23.81%,1568,2156504
003961,00354300,Austin College,900 North Grand Avenue,Sherman,TX,75090-4440,108,10,9.26%,112,444204
003964,00494900,Baylor College of Medicine,One Baylor Plaza,Houston,TX,77030-3498,89,0,0%,21,172900
003965,00354500,Baylor University,One Bear Place #97048,Waco,TX,76798-7048,100,7,7%,255,895897
006648,02294800,Capitol City Careers,5424 Highway 290 West #200,Austin,TX,78735-1498,0,0,0%,127,118576
005145,02074100,Capitol City Trade & Technical School,205 East Riverside Drive,Austin,TX,78704-1281,0,0,0%,128,107561
007569,02591100,Career Point College,4522 Fredericksburg Road,San Antonio,TX,78201-2027,0,0,0%,482,622158
003981,00355300,Cisco College,101 College Heights,Cisco,TX,76437-9803,0,0,0%,74,20068
003983,00355400,Clarendon College,1122 College Drive,Clarendon,TX,79226-0000,0,0,0%,1,1369
008808,03422400,College of Biblical Studies-Houston,7000 Regency Square Boulevard,Houston,TX,77036-3211,220,2,.91%,0,0
003996,00356300,Del Mar College,101 Baldwin,Corpus Christi,TX,78404-3897,0,0,0%,25,23655
004015,00356400,East Texas Baptist University,One Tiger Drive,Marshall,TX,75670-1423,54,19,35.19%,269,537265
004017,01038700,El Paso Community College,919 Hunter,El Paso,TX,79915-1908,0,0,0%,5,1897
006651,02261300,Everest Institute,6550 First Park Ten Boulevard,San Antonio,TX,78213-3841,4,0,0%,0,0
004030,01050900,Hallmark University,10401 Interstate Highway 10 West,San Antonio,TX,78230-1736,28,1,3.57%,233,354355
004031,00357100,Hardin-Simmons University,2200 Hickory Street,Abilene,TX,79698-6050,41,6,14.63%,115,261064
004039,00357500,Howard Payne University,1000 Fisk Avenue,Brownwood,TX,76801-2715,52,6,11.54%,206,531509
004040,00357700,Huston - Tillotson University,900 Chicon Street,Austin,TX,78702-2795,0,0,0%,250,295795
004046,00363700,Jarvis Christian College,US Highway 80 East,Hawkins,TX,75765-1470,48,6,12.5%,644,999346
004051,00358100,Lamar University,4400 Martin Luther King Parkway,Beaumont,TX,77710-0042,46,9,19.57%,67,187484
004055,00358400,LeTourneau University,2100 South Mobberly Avenue,Longview,TX,75602-3564,113,9,7.96%,113,220079
004059,00358600,Lubbock Christian University,5601 19th Street,Lubbock,TX,79407-2099,88,22,25%,234,464199
004069,00359100,McMurry University,South 14th & Sayles Boulevard,Abilene,TX,79697-0001,64,26,40.63%,70,182353
004071,00359200,Midwestern State University,3410 Taft Boulevard,Wichita Falls,TX,76308-2099,3,0,0%,0,0
004090,00359800,Our Lady of The Lake University,411 South West 24th Street,San Antonio,TX,78207-4689,79,14,17.72%,320,659824
006653,02305300,Parker University,2540 Walnut Hill Lane,Dallas,TX,75229-5609,19,6,31.58%,6,15319
004098,00363000,Prairie View Agricultural & Mechanical University,FM 1098 @ LW Minor Street,Prairie View,TX,77446-2967,71,0,0%,139,126135
004102,00360400,Rice University,6100 Main Street,Houston,TX,77005-1892,150,6,4%,186,862990
004108,00362300,Saint Mary's University,One Camino Santa Maria,San Antonio,TX,78228-8500,246,33,13.41%,530,1468555
004110,00360600,Sam Houston State University,1806 Avenue J,Huntsville,TX,77340-0000,46,16,34.78%,111,252186
004116,00361100,South Plains College,1401 South College Avenue,Levelland,TX,79336-6504,0,0,0%,26,12446
004119,00361300,Southern Methodist University,6425 Boaz Street,Dallas,TX,75275-0100,78,14,17.95%,158,453158
005157,02093600,Southwest Institute of Technology,5424 Highway 290 West,Austin,TX,78735-8890,0,0,0%,167,207212
004126,00361900,Southwestern Adventist University,100 West Hillcrest,Keene,TX,76059-1922,51,10,19.61%,29,49908
004123,00361600,Southwestern Assemblies of God University,1200 Sycamore Street,Waxahachie,TX,75165-2397,31,9,29.03%,121,429247
004125,00361800,Southwestern Christian College,200 Bowser Circle,Terrell,TX,75160-3400,0,0,0%,81,67347
004127,00362000,Southwestern University,1001 East University Avenue,Georgetown,TX,78626-6111,90,9,10%,95,416137
004106,00362100,St. Edward's University,3001 South Congress Avenue,Austin,TX,78704-0000,40,6,15%,126,513535
004129,00362400,Stephen F Austin State University,1936 North Street,Nacogdoches,TX,75962-0001,205,34,16.59%,428,1289722
004130,00362500,Sul Ross State University,East Highway 90,Alpine,TX,79832-0113,23,15,65.22%,376,696064
004131,00363100,Tarleton State University,1333 West Washington,Stephenville,TX,76401-0002,0,0,0%,123,338539
004134,00362800,Texarkana College,2500 North Robison Road,Texarkana,TX,75599-0001,0,0,0%,49,20893
004136,00363200,Texas A&M University,805 Rudder Tower,College Station,TX,77843-1246,1075,88,8.19%,1279,3048674
004016,00356500,Texas A&M University - Commerce,2600 South Neal,Commerce,TX,75429-3011,29,8,27.59%,80,311220
004138,01116100,Texas A&M University - Corpus Christi,6300 Ocean Drive,Corpus Christi,TX,78412-5599,82,23,28.05%,108,190536
004135,00363900,Texas A&M University - Kingsville,College Hall,Kingsville,TX,78363-8203,65,26,40%,183,521825
004140,00363600,Texas Christian University,2800 South University Drive,Fort Worth,TX,76129-0001,277,24,8.66%,396,902127
004141,00363800,Texas College,2404 North Grand Avenue,Tyler,TX,75702-4500,0,0,0%,170,307034
004144,00364100,Texas Lutheran University,1000 West Court Street,Seguin,TX,78155-5999,235,54,22.98%,579,1047004
004145,00364200,Texas Southern University,3100 Cleburne,Houston,TX,77004-4598,297,93,31.31%,279,351341
004151,00364400,Texas Tech University,15th & Akron,Lubbock,TX,79409-2011,45,14,31.11%,152,500402
005175,01067400,Texas Tech University Health Sciences Center,3601 4th Street,Lubbock,TX,79430-0001,47,5,10.64%,87,264030
006539,02254800,Texas Vocational School,1921 East Red River,Victoria,TX,77901-5625,16,3,18.75%,0,0
004153,00364600,Texas Woman's University,304 Administration Drive,Denton,TX,76204-5587,91,16,17.58%,126,446559
